ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
13,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185829035,SCOPUS_ID:85185829035,2-s2.0-85185829035,Enhancing road safety through advanced predictive analytics in V2X communication networks,Al-Yarimi F.A.M.,Computers and Electrical Engineering,,10.1016/j.compeleceng.2024.109134,King Khalid University,
14,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185818399,SCOPUS_ID:85185818399,2-s2.0-85185818399,A trust based secure access control using authentication mechanism for interoperability in internet of things,Narayanappa S.,International Journal of Electrical and Computer Engineering,,10.11591/ijece.v14i2.pp2262-2273,REVA University,
15,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185805238,SCOPUS_ID:85185805238,2-s2.0-85185805238,Auto retry circuit breaker for enhanced performance in microservice applications,Punithavathy E.,International Journal of Electrical and Computer Engineering,,10.11591/ijece.v14i2.pp2274-2281,Madras Christian College,
16,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185567762,SCOPUS_ID:85185567762,2-s2.0-85185567762,Optimizing Completion Time of Requests in Serverless Computing,Sherawat A.,Journal of Network and Systems Management,15737705,10.1007/s10922-024-09800-4,National Institute of Technology Karnataka,
17,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185165442,SCOPUS_ID:85185165442,2-s2.0-85185165442,Intelligent service placement algorithm based on DDQN and prioritized experience replay in IoT-Fog computing environment,Sharma A.,Internet of Things (Netherlands),25426605,10.1016/j.iot.2024.101112,National Institute of Technology Calicut,
18,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184951146,SCOPUS_ID:85184951146,2-s2.0-85184951146,Flexible zero trust architecture for the cybersecurity of industrial IoT infrastructures,Zanasi C.,Ad Hoc Networks,,10.1016/j.adhoc.2024.103414,Alma Mater Studiorum Università di Bologna,
19,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184748506,SCOPUS_ID:85184748506,2-s2.0-85184748506,"Lightweight, geo-scalable deterministic blockchain design for 5G networks sliced applications with hierarchical CFT/BFT consensus groups, IPFS and novel hardware design",Bandara E.,Internet of Things (Netherlands),25426605,10.1016/j.iot.2024.101077,Old Dominion University,
20,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184037484,SCOPUS_ID:85184037484,2-s2.0-85184037484,Energy-minimizing 3D circular trajectory optimization of rotary-wing UAV under probabilistic path-loss in constrained hotspot environments,Baccarelli E.,Vehicular Communications,,10.1016/j.vehcom.2024.100730,Sapienza Università di Roma,
21,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184018867,SCOPUS_ID:85184018867,2-s2.0-85184018867,Detection of quality of service degradation on multi-tenant containerized services,Horchulhack P.,Journal of Network and Computer Applications,10958592,10.1016/j.jnca.2024.103839,Pontifícia Universidade Católica do Paraná,
22,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182505872,SCOPUS_ID:85182505872,2-s2.0-85182505872,A critical analysis of Zero Trust Architecture (ZTA),Fernandez E.B.,Computer Standards and Interfaces,,10.1016/j.csi.2024.103832,Florida Atlantic University,
23,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182445892,SCOPUS_ID:85182445892,2-s2.0-85182445892,Dynamic context-aware workflow management architecture for efficient manufacturing: A ROS-based case study,Ochoa W.,Future Generation Computer Systems,,10.1016/j.future.2023.12.024,Mondragon Unibertsitatea,
24,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182279353,SCOPUS_ID:85182279353,2-s2.0-85182279353,A qualitative and quantitative analysis of container engines,Baresi L.,Journal of Systems and Software,,10.1016/j.jss.2024.111965,Politecnico di Milano,
25,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85181895189,SCOPUS_ID:85181895189,2-s2.0-85181895189,The globus compute dataset: An open function-as-a-service dataset from the edge to the cloud,Bauer A.,Future Generation Computer Systems,0167739X,S0167739X23004703,"The University of Chicago, Argonne National Laboratory",
26,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85180562364,SCOPUS_ID:85180562364,2-s2.0-85180562364,LoRaWAN end device disaggregation and decomposition by means of lightweight virtualization,Sisinni E.,Internet of Things (Netherlands),,S2542660523003566,Università degli Studi di Brescia,
27,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85179756925,SCOPUS_ID:85179756925,2-s2.0-85179756925,Autonomous selection of the fault classification models for diagnosing microservice applications,Song Y.,Future Generation Computer Systems,0167739X,S0167739X23004661,Xihua University,
28,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85178500308,SCOPUS_ID:85178500308,2-s2.0-85178500308,A scalable modified deep reinforcement learning algorithm for serverless IoT microservice composition infrastructure in fog layer,Emami Khansari M.,Future Generation Computer Systems,0167739X,S0167739X23004284,Amirkabir University of Technology,
29,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85178159666,SCOPUS_ID:85178159666,2-s2.0-85178159666,Sonnet: A control-theoretic approach for resource allocation in cluster management,Ma R.,Future Generation Computer Systems,0167739X,S0167739X23004272,Beijing Institute of Technology,
30,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85178152449,SCOPUS_ID:85178152449,2-s2.0-85178152449,Managing a QoS-enabled Bluetooth Mesh network using a Digital Twin Network: An experimental evaluation,Wieme J.,Internet of Things (Netherlands),,S2542660523003463,Universiteit Gent,
31,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85178022699,SCOPUS_ID:85178022699,2-s2.0-85178022699,On the impact of event-driven architecture on performance: An exploratory study,Cabane H.,Future Generation Computer Systems,0167739X,S0167739X23003977,Universidade do Vale do Rio dos Sinos,
32,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85186126355,SCOPUS_ID:85186126355,2-s2.0-85186126355,End-edge-cloud collaborative learning-aided prediction for high-speed train operation using LSTM,Yang H.,Transportation Research Part C: Emerging Technologies,0968090X,S0968090X24000482,"East China Jiaotong University, Key Laboratory of Advanced Control and Optimization of Jiangxi Province",
33,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185973096,SCOPUS_ID:85185973096,2-s2.0-85185973096,Improving air and space safety through enhanced coordination with the SpaceTracks Suite microservice architecture,Hampe J.,Journal of Space Safety Engineering,24688975,S2468896724000053,Deutsches Zentrum für Luft- und Raumfahrt (DLR),
34,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185695721,SCOPUS_ID:85185695721,2-s2.0-85185695721,An efficient starling murmuration-based secure web service model for smart city application using DBN,Sheeba A.,Artificial Intelligence Review,2692821,,St.Joseph's Institute of Technology,
35,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185395922,SCOPUS_ID:85185395922,2-s2.0-85185395922,Machine learning methods for service placement: a systematic review,Keshavarz Haddadha P.,Artificial Intelligence Review,2692821,,"Islamic Azad University, Qazvin Branch",
36,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185190962,SCOPUS_ID:85185190962,2-s2.0-85185190962,Modern computing: Vision and challenges,Gill S.S.,Telematics and Informatics Reports,,S2772503024000021,Queen Mary University of London,
37,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184612525,SCOPUS_ID:85184612525,2-s2.0-85184612525,Futuristic hospitality conceptualized: DASH - Decentralized Autonomous and Smart Hotel system,Aggarwal S.,"Journal of Open Innovation: Technology, Market, and Complexity",,S2199853124000179,Høgskolen i Molde,
38,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184078404,SCOPUS_ID:85184078404,2-s2.0-85184078404,Dynamic relay node selection and routing for cloud-native Software Defined WANs,Fan C.,Computer Networks,13891286,S1389128624000513,University of Electronic Science and Technology of China,
39,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184003443,SCOPUS_ID:85184003443,2-s2.0-85184003443,Synergistically Rebalancing the EDP of Container-Based Parallel Applications,Da Silva V.S.,IEEE Transactions on Parallel and Distributed Systems,10459219,,Universidade Federal do Pampa,
40,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183950834,SCOPUS_ID:85183950834,2-s2.0-85183950834,Opportunities and challenges of artificial intelligence and distributed systems to improve the quality of healthcare service,Aminizadeh S.,Artificial Intelligence in Medicine,9333657,S0933365724000216,"Islamic Azad University, Tabriz Branch",
41,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183925192,SCOPUS_ID:85183925192,2-s2.0-85183925192,Enhancing Internet of Medical Things security with artificial intelligence: A comprehensive review,Messinis S.,Computers in Biology and Medicine,104825,S0010482524001203,Institute of Communication and Computer Systems,
42,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183836832,SCOPUS_ID:85183836832,2-s2.0-85183836832,"Cloud based manufacturing: A review of recent developments in architectures, technologies, infrastructures, platforms and associated challenges",Gharibvand V.,International Journal of Advanced Manufacturing Technology,2683768,,Eastern Mediterranean University,
43,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183728056,SCOPUS_ID:85183728056,2-s2.0-85183728056,Privacy-Compliant Software Reuse in Early Development Phases: A Systematic Literature Review,Guber J.,Information and Software Technology,9505849,S0950584923002069,University of Haifa,
44,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183456252,SCOPUS_ID:85183456252,2-s2.0-85183456252,Research and implementation of unified access technology in the field of health and elderly care,Wang H.,Entertainment Computing,18759521,S1875952124000028,Affiliated Hospital of Inner Mongolia Medical University,
45,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183453843,SCOPUS_ID:85183453843,2-s2.0-85183453843,Enhancing security in SDN: Systematizing attacks and defenses from a penetration perspective,Kim J.,Computer Networks,13891286,S1389128624000355,Kwangwoon University,
46,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182806958,SCOPUS_ID:85182806958,2-s2.0-85182806958,Joint Autoscaling of Containers and Virtual Machines for Cost Optimization in Container Clusters,Entrialgo J.,Journal of Grid Computing,15707873,,Universidad de Oviedo,
47,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85181740804,SCOPUS_ID:85181740804,2-s2.0-85181740804,ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,Panahandeh M.,Journal of Systems and Software,1641212,S0164121223003126,University of Alberta,
48,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85180932166,SCOPUS_ID:85180932166,2-s2.0-85180932166,Towards defining industry 5.0 vision with intelligent and softwarized wireless network architectures and services: A survey,Zeb S.,Journal of Network and Computer Applications,10848045,S1084804523002151,School of Electrical Engineering and Computer Science,
49,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85180464052,SCOPUS_ID:85180464052,2-s2.0-85180464052,A hybrid meta-heuristic algorithm for multi-objective IoT service placement in fog computing environments,Apat H.K.,Decision Analytics Journal,,S2772662223002199,National Institute of Technology Rourkela,
50,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85179784698,SCOPUS_ID:85179784698,2-s2.0-85179784698,Meeting the Requirements of Internet of Things: The Promise of Edge Computing,Hazra A.,IEEE Internet of Things Journal,23274662,10.1109/JIOT.2023.3339492,"Indian Institute of Information Technology, Sri City, National University of Singapore",
51,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85179764662,SCOPUS_ID:85179764662,2-s2.0-85179764662,Microservices performance forecast using dynamic Multiple Predictor Systems,Santos W.R.M.,Engineering Applications of Artificial Intelligence,,10.1016/j.engappai.2023.107649,Universidade Federal de Pernambuco,
52,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85179470424,SCOPUS_ID:85179470424,2-s2.0-85179470424,MicroFog: A framework for scalable placement of microservices-based IoT applications in federated Fog environments,Pallewatta S.,Journal of Systems and Software,,10.1016/j.jss.2023.111910,School of Computing and Information Systems,
53,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85179001796,SCOPUS_ID:85179001796,2-s2.0-85179001796,Securing healthcare data in industrial cyber-physical systems using combining deep learning and blockchain technology,Mohammed M.A.,Engineering Applications of Artificial Intelligence,,10.1016/j.engappai.2023.107612,"University of Anbar, VSB – Technical University of Ostrava",
